T18,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
348,Hungary,2015,Consumer price index: Food,116.5990,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
348,Hungary,2017,Consumer price index: Food,120.5583,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
348,Hungary,2018,Consumer price index: Food,125.5833,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
348,Hungary,2019,Consumer price index: Food,132.3917,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2000,Consumer price index: General,54.7484,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2005,Consumer price index: General,67.0790,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2015,Consumer price index: General,117.8392,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2017,Consumer price index: General,121.9602,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2018,Consumer price index: General,125.2935,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2019,Consumer price index: General,128.9919,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2000,Consumer price index: Food,61.7093,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2005,Consumer price index: Food,65.8985,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2015,Consumer price index: Food,119.6394,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2017,Consumer price index: Food,118.2749,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2018,Consumer price index: Food,121.2696,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
352,Iceland,2019,Consumer price index: Food,125.8313,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2000,Consumer price index: General,54.3383,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2005,Consumer price index: General,66.0439,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2010,Consumer price index: General,100.0000,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2015,Consumer price index: General,148.6026,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2017,Consumer price index: General,159.8295,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2018,Consumer price index: General,167.5983,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2019,Consumer price index: General,180.4358,Industrial workers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2015,Consumer price index: Food,127.7000,Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2017,Consumer price index: Food,136.9000,Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2018,Consumer price index: Food,139.1917,Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
356,India,2019,Consumer price index: Food,144.1750,Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2000,Consumer price index: General,44.0160,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2005,Consumer price index: General,68.6849,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2015,Consumer price index: General,132.3010,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2017,Consumer price index: General,142.1824,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2018,Consumer price index: General,146.7299,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2019,Consumer price index: General,151.1767,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2015,Consumer price index: Food,128.0075,Data refers to food only.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2017,Consumer price index: Food,139.8975,Data refers to food only.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2018,Consumer price index: Food,145.6142,Data refers to food only.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
360,Indonesia,2019,Consumer price index: Food,147.7192,Data refers to food only.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2015,Consumer price index: General,91.6446,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2017,Consumer price index: General,106.1915,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2018,Consumer price index: General,125.3296,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2019,Consumer price index: General,175.4333,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2015,Consumer price index: Food,91.5120,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2017,Consumer price index: Food,109.7390,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2018,Consumer price index: Food,135.3187,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
364,Iran (Islamic Republic of),2019,Consumer price index: Food,210.3917,Index base: fiscal (solar) year 2016 (21 March 2016 - 20 March 2017)=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2000,Consumer price index: General,18.1586,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2005,Consumer price index: General,58.5820,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2015,Consumer price index: General,118.5393,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2017,Consumer price index: General,119.4184,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2018,Consumer price index: General,119.8572,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2010,Consumer price index: Food,100.0278,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
368,Iraq,2015,Consumer price index: Food,112.8323,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2000,Consumer price index: General,78.3596,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2005,Consumer price index: General,93.1373,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2015,Consumer price index: General,104.7365,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2017,Consumer price index: General,105.0796,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2018,Consumer price index: General,105.5928,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2019,Consumer price index: General,106.5843,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2000,Consumer price index: Food,88.2741,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2005,Consumer price index: Food,97.7444,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2015,Consumer price index: Food,98.3442,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2017,Consumer price index: Food,95.0203,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2018,Consumer price index: Food,93.0952,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
372,Ireland,2019,Consumer price index: Food,92.4747,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2000,Consumer price index: General,80.8808,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2005,Consumer price index: General,87.8053,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2010,Consumer price index: General,100.0079,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2015,Consumer price index: General,106.6595,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2017,Consumer price index: General,106.3530,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2018,Consumer price index: General,107.1937,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2019,Consumer price index: General,108.0960,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2000,Consumer price index: Food,72.1471,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2005,Consumer price index: Food,79.2691,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2010,Consumer price index: Food,99.9920,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2015,Consumer price index: Food,108.8165,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2017,Consumer price index: Food,107.9630,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2018,Consumer price index: Food,109.0599,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
376,Israel,2019,Consumer price index: Food,111.2778,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2000,Consumer price index: General,80.7108,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2005,Consumer price index: General,90.9725,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2015,Consumer price index: General,107.4667,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2017,Consumer price index: General,108.6825,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2018,Consumer price index: General,109.9188,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2019,Consumer price index: General,110.5906,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2000,Consumer price index: Food,78.1921,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2005,Consumer price index: Food,88.8808,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2015,Consumer price index: Food,108.8167,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2017,Consumer price index: Food,111.0757,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2018,Consumer price index: Food,112.4357,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
380,Italy,2019,Consumer price index: Food,113.2971,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2000,Consumer price index: General,33.7984,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2005,Consumer price index: General,55.9620,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2015,Consumer price index: General,141.1130,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2017,Consumer price index: General,150.7625,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2018,Consumer price index: General,156.3892,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2019,Consumer price index: General,162.5019,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2000,Consumer price index: Food,31.5538,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2005,Consumer price index: Food,51.6907,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2015,Consumer price index: Food,157.1550,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2017,Consumer price index: Food,170.6996,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2018,Consumer price index: Food,177.6575,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
388,Jamaica,2019,Consumer price index: Food,188.9229,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2000,Consumer price index: General,102.6591,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2005,Consumer price index: General,100.4058,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2015,Consumer price index: General,103.6001,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2017,Consumer price index: General,103.9627,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2018,Consumer price index: General,104.9814,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2019,Consumer price index: General,105.4822,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2000,Consumer price index: Food,98.3663,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2005,Consumer price index: Food,96.7948,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2015,Consumer price index: Food,106.5524,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2017,Consumer price index: Food,110.5606,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2018,Consumer price index: Food,110.6721,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
392,Japan,2019,Consumer price index: Food,111.1604,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2000,Consumer price index: General,66.1222,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2005,Consumer price index: General,74.5008,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2015,Consumer price index: General,116.4000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2017,Consumer price index: General,119.3300,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2018,Consumer price index: General,124.6600,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2019,Consumer price index: General,125.0250,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2010,Consumer price index: Food,100.0100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2015,Consumer price index: Food,115.2442,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2017,Consumer price index: Food,110.7800,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2018,Consumer price index: Food,114.3600,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
400,Jordan,2019,Consumer price index: Food,114.4417,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2000,Consumer price index: General,43.7893,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2005,Consumer price index: General,61.4589,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2015,Consumer price index: General,137.7714,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2017,Consumer price index: General,169.2833,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2005,Consumer price index: Food,58.6350,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2015,Consumer price index: Food,136.7582,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
398,Kazakhstan,2017,Consumer price index: Food,167.6551,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2000,Consumer price index: General,38.0879,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2005,Consumer price index: General,55.5269,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2015,Consumer price index: General,150.1896,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2017,Consumer price index: General,172.4282,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2018,Consumer price index: General,180.5148,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2015,Consumer price index: Food,172.1269,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
404,Kenya,2017,Consumer price index: Food,214.8249,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
296,Kiribati,2010,Consumer price index: General,100.0000,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
296,Kiribati,2015,Consumer price index: General,99.5474,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
296,Kiribati,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
296,Kiribati,2015,Consumer price index: Food,94.1232,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
414,Kuwait,2000,Consumer price index: General,69.9434,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
414,Kuwait,2005,Consumer price index: General,76.0978,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
