T18,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
840,United States of America,2010,Consumer price index: General,100.0000,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2015,Consumer price index: General,108.6955,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2017,Consumer price index: General,112.4116,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2018,Consumer price index: General,115.1570,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2019,Consumer price index: General,117.2439,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2000,Consumer price index: Food,77.7905,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2005,Consumer price index: Food,87.9371,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2010,Consumer price index: Food,100.0000,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2015,Consumer price index: Food,112.2380,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2017,Consumer price index: Food,110.5421,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2018,Consumer price index: Food,111.0385,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2019,Consumer price index: Food,112.0177,Urban areas.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2000,Consumer price index: General,43.4712,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2005,Consumer price index: General,70.5442,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2015,Consumer price index: General,150.0998,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2017,Consumer price index: General,174.8000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2018,Consumer price index: General,188.0963,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2019,Consumer price index: General,202.9220,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2000,Consumer price index: Food,38.5804,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2005,Consumer price index: Food,64.2900,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2015,Consumer price index: Food,158.8449,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2017,Consumer price index: Food,179.0224,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2018,Consumer price index: Food,193.9487,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
858,Uruguay,2019,Consumer price index: Food,210.9411,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2017,Consumer price index: General,113.7606,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2018,Consumer price index: General,133.8732,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2019,Consumer price index: General,153.2702,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2017,Consumer price index: Food,117.8891,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2018,Consumer price index: Food,141.4400,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
860,Uzbekistan,2019,Consumer price index: Food,165.5750,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2000,Consumer price index: General,75.1464,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2005,Consumer price index: General,83.9113,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2015,Consumer price index: General,107.1494,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2017,Consumer price index: General,111.3832,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2018,Consumer price index: General,113.9795,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2019,Consumer price index: General,117.1282,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2015,Consumer price index: Food,109.1611,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2017,Consumer price index: Food,120.1195,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2018,Consumer price index: Food,125.0530,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
548,Vanuatu,2019,Consumer price index: Food,131.8256,Calculated by the UN Statistics Division from national indices.;Monthly average for quarter or index for quarter.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
862,Venezuela (Boliv. Rep. of),2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
862,Venezuela (Boliv. Rep. of),2015,Consumer price index: General,772.0201,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
862,Venezuela (Boliv. Rep. of),2017,Consumer price index: General,14.7459,Calculated by the UN Statistics Division from national indices.;Figures in thousands.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
862,Venezuela (Boliv. Rep. of),2018,Consumer price index: General,9654.7334,Calculated by the UN Statistics Division from national indices.;Figures in thousands.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
